sp_us,minion_w,sram_w,noc_w,board_w
53764954431,11.522,2.711,4.958,39.30
53765089631,11.521,2.715,4.959,39.31
53765223231,11.521,2.714,4.963,39.31
53765356431,11.519,2.715,4.964,39.30
53765491231,11.522,2.715,4.966,39.31
53765624832,11.515,2.714,4.965,39.32
53765758431,11.513,2.715,4.968,39.33
53765893231,11.520,2.717,4.969,39.33
53766026831,11.521,2.716,4.956,39.33
53766160431,11.527,2.717,4.964,39.34
53766295231,11.536,2.719,4.965,39.35
53766428832,11.545,2.720,4.968,39.36
53766562431,11.547,2.721,4.972,39.35
53766697231,11.547,2.721,4.971,39.36
53766830831,11.554,2.723,4.972,39.37
53766964431,11.558,2.723,4.973,39.37
53767099231,11.562,2.722,4.975,39.20
53767232831,11.558,2.711,4.933,38.35
53767366031,11.537,2.636,4.795,37.63
53767500831,11.521,2.569,4.671,36.98
53767634431,11.500,2.508,4.557,36.42
53767767631,11.479,2.458,4.459,35.93
53767902431,11.461,2.414,4.377,35.49
53768035631,11.448,2.372,4.298,35.11
53768168831,11.437,2.339,4.237,34.77
53768303631,11.419,2.310,4.178,34.47
53768436831,11.401,2.281,4.130,34.21
53768570431,11.386,2.258,4.086,33.98
53768705231,11.379,2.235,4.044,33.78
53768838831,11.373,2.218,4.015,33.60
53768972031,11.361,2.201,3.988,33.45
53769106431,11.350,2.185,3.957,33.31
53769240031,11.340,2.172,3.936,33.19
53769373631,11.333,2.160,3.914,33.08
53769508431,11.333,2.152,3.895,32.99
53769642031,11.325,2.143,3.880,32.91
53769775631,11.320,2.137,3.865,32.83
53769910031,11.312,2.132,3.856,32.77
53770043631,11.299,2.125,3.841,32.71
53770176831,11.297,2.120,3.832,32.66
53770311631,11.295,2.113,3.823,32.61
53770445231,11.293,2.109,3.814,32.57
53770578831,11.292,2.104,3.806,32.54
53770713631,11.283,2.100,3.802,32.51
53770846831,11.285,2.097,3.802,32.48
53770980431,11.276,2.096,3.793,32.46
53771115231,11.274,2.092,3.788,32.44
53771248431,11.268,2.089,3.783,32.43
53771381631,11.263,2.090,3.784,32.41
53771516431,11.263,2.088,3.779,33.21
53771649631,11.285,2.157,3.904,33.93
53771782831,11.303,2.227,4.018,34.57
53771917631,11.325,2.292,4.118,35.14
53772050831,11.343,2.346,4.201,35.64
53772184031,11.364,2.396,4.275,36.07
53772318831,11.382,2.439,4.343,36.46
53772452431,11.389,2.473,4.398,36.79
53772585631,11.404,2.506,4.446,37.08
53772720431,11.414,2.533,4.496,37.35
53772854031,11.421,2.560,4.539,37.58
53772987631,11.429,2.582,4.572,37.78
53773122431,11.444,2.602,4.604,37.85
53773256031,11.446,2.612,4.617,37.33
53773389632,11.444,2.564,4.537,37.50
53773524431,11.463,2.579,4.573,37.72
53773658031,11.473,2.603,4.608,37.91
53773791631,11.486,2.622,4.634,38.07
53773926431,11.492,2.638,4.655,37.92
53774060031,11.490,2.623,4.639,38.09
53774193231,11.503,2.641,4.666,38.23
53774328031,11.503,2.655,4.690,38.36
53774461631,11.500,2.666,4.706,38.18
53774595231,11.499,2.650,4.680,38.32
53774730031,11.511,2.661,4.700,38.43
53774863631,11.513,2.672,4.718,38.54
53774996832,11.519,2.683,4.734,38.62
53775131631,11.525,2.691,4.742,38.45
53775264831,11.519,2.675,4.724,38.55
53775398431,11.513,2.686,4.737,38.64
53775533231,11.519,2.694,4.750,38.72
53775666831,11.537,2.703,4.757,38.50
53775800431,11.530,2.683,4.718,38.60
53775935231,11.539,2.693,4.734,38.69
53776068831,11.543,2.702,4.749,38.77
53776202432,11.541,2.708,4.756,38.78
53776337231,11.541,2.711,4.751,38.61
53776470831,11.544,2.692,4.728,38.70
53776604431,11.544,2.701,4.745,38.78
53776739231,11.550,2.706,4.760,38.84
53776872831,11.555,2.713,4.769,38.60
53777006032,11.549,2.688,4.736,38.69
53777140831,11.557,2.697,4.748,38.77
53777274431,11.560,2.706,4.762,38.84
53777408031,11.567,2.711,4.769,38.78
53777542831,11.572,2.711,4.757,38.68
53777676431,11.568,2.696,4.740,38.76
53777810031,11.572,2.705,4.750,38.84
53777944831,11.576,2.712,4.763,38.90
53778078431,11.577,2.718,4.773,38.66
53778212031,11.575,2.697,4.738,38.75
53778346831,11.574,2.706,4.755,38.83
53778480432,11.575,2.713,4.768,38.90
53778614031,11.572,2.720,4.776,38.78
53778748831,11.575,2.711,4.752,38.74
53778882431,11.572,2.704,4.755,38.82
53779016032,11.573,2.712,4.766,38.89
53779150831,11.574,2.717,4.776,38.95
53779284431,11.567,2.723,4.787,38.68
53779418031,11.563,2.696,4.749,38.77
53779552831,11.569,2.704,4.764,38.85
53779686431,11.573,2.711,4.774,38.91
53779820031,11.569,2.718,4.784,38.73
53779954831,11.563,2.710,4.753,37.97
53780088031,11.538,2.633,4.633,37.29
53780221231,11.524,2.568,4.532,36.70
53780355631,11.509,2.511,4.445,36.19
53780489231,11.499,2.455,4.362,35.72
53780622431,11.492,2.411,4.297,35.33
53780757231,11.483,2.374,4.231,34.97
53780890831,11.477,2.336,4.175,34.66
53781024432,11.463,2.307,4.135,34.39
53781159231,11.449,2.282,4.093,34.15
53781292431,11.432,2.259,4.052,33.94
53781426031,11.422,2.240,4.022,33.75
53781560831,11.416,2.222,3.993,33.59
53781694031,11.409,2.206,3.967,33.45
53781827231,11.394,2.192,3.942,33.32
53781961695,11.392,2.179,3.926,33.21
53782094831,11.384,2.166,3.911,33.11
53782228032,11.375,2.157,3.896,33.03
53782362927,11.359,2.149,3.881,32.95
53782496031,11.352,2.145,3.869,32.88
53782629231,11.347,2.139,3.856,32.82
53782764119,11.348,2.131,3.844,32.77
53782897631,11.338,2.126,3.837,32.72
53783031232,11.330,2.122,3.831,32.68
53783166031,11.324,2.118,3.822,32.64
53783299631,11.323,2.114,3.817,32.61
53783433231,11.320,2.111,3.811,32.58
53783566432,11.314,2.109,3.810,32.56
53783700031,11.308,2.107,3.803,32.53
53783833631,11.298,2.106,3.801,32.51
53783967232,11.292,2.102,3.795,32.49
53784100831,11.300,2.100,3.794,32.48
53784234031,11.301,2.099,3.789,32.46
53784367231,11.300,2.098,3.790,32.45
53784500431,11.301,2.096,3.787,32.44
53784633631,11.304,2.094,3.788,32.43
53784766832,11.303,2.095,3.784,32.42
53784900831,11.298,2.095,3.784,32.41
53785034432,11.297,2.095,3.780,32.40
53785167631,11.296,2.094,3.778,32.39
53785301631,11.295,2.091,3.775,32.38
53785434831,11.284,2.091,3.770,32.38
53785568031,11.277,2.090,3.773,32.37
53785702431,11.280,2.088,3.776,32.37
53785836031,11.270,2.087,3.778,32.36
53785969232,11.269,2.087,3.779,32.36
